"Year","Period","labor force participation rate","employment-population ratio","labor force","employment","unemployment","unemployment rate","State","Date"
2003,"May",62.3,58.5,2137522,2009997,127525,6,"alabama",2003-05-01
2003,"Jun",62.2,58.5,2137717,2009328,128389,6,"alabama",2003-06-01
2003,"Jul",62.2,58.4,2137925,2009033,128892,6,"alabama",2003-07-01
2003,"Aug",62.2,58.4,2138739,2009828,128911,6,"alabama",2003-08-01
2003,"Sep",62.2,58.4,2140084,2011654,128430,6,"alabama",2003-09-01
2003,"Oct",62.1,58.4,2141806,2014068,127738,6,"alabama",2003-10-01
2003,"Nov",62.2,58.5,2143917,2016701,127216,5.9,"alabama",2003-11-01
2003,"Dec",62.2,58.5,2146165,2019238,126927,5.9,"alabama",2003-12-01
2004,"Jan",62.2,58.6,2148194,2021552,126642,5.9,"alabama",2004-01-01
2004,"Feb",62.2,58.6,2150075,2023866,126209,5.9,"alabama",2004-02-01
2004,"Mar",62.3,58.6,2152197,2026536,125661,5.8,"alabama",2004-03-01
2004,"Apr",62.3,58.7,2154429,2029582,124847,5.8,"alabama",2004-04-01
2004,"May",62.3,58.7,2156120,2032412,123708,5.7,"alabama",2004-05-01
2004,"Jun",62.3,58.7,2156696,2034462,122234,5.7,"alabama",2004-06-01
2004,"Jul",62.2,58.7,2155852,2035327,120525,5.6,"alabama",2004-07-01
2004,"Aug",62.1,58.7,2153663,2035039,118624,5.5,"alabama",2004-08-01
2004,"Sep",61.9,58.6,2150789,2034127,116662,5.4,"alabama",2004-09-01
2004,"Oct",61.8,58.5,2148054,2033363,114691,5.3,"alabama",2004-10-01
2004,"Nov",61.7,58.4,2145825,2033321,112504,5.2,"alabama",2004-11-01
2004,"Dec",61.6,58.4,2144683,2034542,110141,5.1,"alabama",2004-12-01
2005,"Jan",61.5,58.4,2144592,2036967,107625,5,"alabama",2005-01-01
2005,"Feb",61.5,58.5,2145038,2040050,104988,4.9,"alabama",2005-02-01
2005,"Mar",61.5,58.6,2145939,2043798,102141,4.8,"alabama",2005-03-01
2005,"Apr",61.5,58.6,2147431,2048262,99169,4.6,"alabama",2005-04-01
2005,"May",61.5,58.7,2149675,2053294,96381,4.5,"alabama",2005-05-01
2005,"Jun",61.5,58.8,2152363,2058271,94092,4.4,"alabama",2005-06-01
2005,"Jul",61.5,58.9,2155116,2062598,92518,4.3,"alabama",2005-07-01
2005,"Aug",61.5,58.9,2157572,2065988,91584,4.2,"alabama",2005-08-01
2005,"Sep",61.5,58.9,2159432,2068361,91071,4.2,"alabama",2005-09-01
2005,"Oct",61.4,58.8,2160905,2070202,90703,4.2,"alabama",2005-10-01
2005,"Nov",61.3,58.8,2162349,2071881,90468,4.2,"alabama",2005-11-01
2005,"Dec",61.3,58.8,2164016,2073747,90269,4.2,"alabama",2005-12-01
2006,"Jan",61.3,58.8,2166286,2076274,90012,4.2,"alabama",2006-01-01
2006,"Feb",61.3,58.8,2169371,2079578,89793,4.1,"alabama",2006-02-01
2006,"Mar",61.4,58.8,2173040,2083242,89798,4.1,"alabama",2006-03-01
2006,"Apr",61.4,58.9,2176911,2086954,89957,4.1,"alabama",2006-04-01
2006,"May",61.4,58.9,2180826,2090970,89856,4.1,"alabama",2006-05-01
2006,"Jun",61.5,59,2184689,2095390,89299,4.1,"alabama",2006-06-01
2006,"Jul",61.5,59,2188800,2100433,88367,4,"alabama",2006-07-01
2006,"Aug",61.6,59.1,2193294,2106020,87274,4,"alabama",2006-08-01
2006,"Sep",61.7,59.2,2197891,2111642,86249,3.9,"alabama",2006-09-01
2006,"Oct",61.7,59.3,2201954,2116606,85348,3.9,"alabama",2006-10-01
2006,"Nov",61.7,59.4,2205008,2120299,84709,3.8,"alabama",2006-11-01
2006,"Dec",61.7,59.4,2206544,2122130,84414,3.8,"alabama",2006-12-01
2007,"Jan",61.7,59.3,2206355,2121842,84513,3.8,"alabama",2007-01-01
2007,"Feb",61.6,59.2,2204764,2119869,84895,3.9,"alabama",2007-02-01
2007,"Mar",61.4,59.1,2202209,2116823,85386,3.9,"alabama",2007-03-01
2007,"Apr",61.3,58.9,2199612,2113545,86067,3.9,"alabama",2007-04-01
2007,"May",61.2,58.8,2197629,2110691,86938,4,"alabama",2007-05-01
2007,"Jun",61.1,58.7,2196550,2108732,87818,4,"alabama",2007-06-01
2007,"Jul",61.1,58.6,2196419,2107706,88713,4,"alabama",2007-07-01
2007,"Aug",61,58.5,2197352,2107457,89895,4.1,"alabama",2007-08-01
2007,"Sep",61,58.5,2199184,2107751,91433,4.2,"alabama",2007-09-01
2007,"Oct",61,58.4,2201172,2107753,93419,4.2,"alabama",2007-10-01
2007,"Nov",61,58.3,2202652,2106972,95680,4.3,"alabama",2007-11-01
2007,"Dec",60.9,58.2,2203467,2105306,98161,4.5,"alabama",2007-12-01
2008,"Jan",60.9,58.1,2203722,2102623,101099,4.6,"alabama",2008-01-01
2008,"Feb",60.8,58,2203693,2099095,104598,4.7,"alabama",2008-02-01
2008,"Mar",60.8,57.8,2203660,2094860,108800,4.9,"alabama",2008-03-01
2008,"Apr",60.7,57.6,2203488,2089789,113699,5.2,"alabama",2008-04-01
2008,"May",60.7,57.4,2203160,2083888,119272,5.4,"alabama",2008-05-01
2008,"Jun",60.6,57.2,2202843,2077449,125394,5.7,"alabama",2008-06-01
2008,"Jul",60.5,56.9,2202199,2070556,131643,6,"alabama",2008-07-01
2008,"Aug",60.4,56.7,2200721,2062996,137725,6.3,"alabama",2008-08-01
2008,"Sep",60.3,56.4,2198450,2054491,143959,6.5,"alabama",2008-09-01
2008,"Oct",60.2,56.1,2195849,2044954,150895,6.9,"alabama",2008-10-01
2008,"Nov",60.1,55.7,2192919,2034223,158696,7.2,"alabama",2008-11-01
2008,"Dec",59.9,55.4,2189579,2022463,167116,7.6,"alabama",2008-12-01
2009,"Jan",59.8,55,2185995,2010397,175598,8,"alabama",2009-01-01
2009,"Feb",59.7,54.6,2182666,1998862,183804,8.4,"alabama",2009-02-01
2009,"Mar",59.5,54.3,2180060,1988652,191408,8.8,"alabama",2009-03-01
2009,"Apr",59.4,54,2178233,1979920,198313,9.1,"alabama",2009-04-01
2009,"May",59.4,53.8,2176521,1971710,204811,9.4,"alabama",2009-05-01
2009,"Jun",59.3,53.5,2174255,1963131,211124,9.7,"alabama",2009-06-01
2009,"Jul",59.1,53.2,2171173,1953914,217259,10,"alabama",2009-07-01
2009,"Aug",59,52.9,2167510,1944428,223082,10.3,"alabama",2009-08-01
2009,"Sep",58.8,52.6,2163845,1935667,228178,10.5,"alabama",2009-09-01
2009,"Oct",58.7,52.4,2161009,1928957,232052,10.7,"alabama",2009-10-01
2009,"Nov",58.6,52.2,2160233,1925394,234839,10.9,"alabama",2009-11-01
2009,"Dec",58.6,52.2,2161754,1924941,236813,11,"alabama",2009-12-01
2010,"Jan",58.7,52.2,2164312,1926527,237785,11,"alabama",2010-01-01
2010,"Feb",58.7,52.2,2165916,1928468,237448,11,"alabama",2010-02-01
2010,"Mar",58.6,52.2,2165619,1929784,235835,10.9,"alabama",2010-03-01
2010,"Apr",60,53.7,2218664,1985400,233264,10.5,"alabama",2010-04-01
2010,"May",60.3,54.1,2232152,2002112,230040,10.3,"alabama",2010-05-01
2010,"Jun",60.3,54.2,2234354,2007324,227030,10.2,"alabama",2010-06-01
2010,"Jul",60.3,54.2,2234253,2009080,225173,10.1,"alabama",2010-07-01
2010,"Aug",60.2,54.2,2234914,2010218,224696,10.1,"alabama",2010-08-01
2010,"Sep",60.2,54.1,2235275,2010009,225266,10.1,"alabama",2010-09-01
2010,"Oct",60.2,54.1,2235027,2008891,226136,10.1,"alabama",2010-10-01
2010,"Nov",60.1,54,2234029,2007592,226437,10.1,"alabama",2010-11-01
2010,"Dec",60,53.9,2232463,2006759,225704,10.1,"alabama",2010-12-01
2011,"Jan",59.9,53.9,2231094,2006796,224298,10.1,"alabama",2011-01-01
2011,"Feb",59.9,53.9,2230115,2007350,222765,10,"alabama",2011-02-01
2011,"Mar",59.8,53.9,2229050,2007816,221234,9.9,"alabama",2011-03-01
2011,"Apr",59.8,53.9,2227013,2007169,219844,9.9,"alabama",2011-04-01
2011,"May",59.7,53.8,2224177,2005504,218673,9.8,"alabama",2011-05-01
2011,"Jun",59.5,53.7,2220540,2003376,217164,9.8,"alabama",2011-06-01
2011,"Jul",59.4,53.6,2216914,2002209,214705,9.7,"alabama",2011-07-01
2011,"Aug",59.3,53.6,2214157,2003026,211131,9.5,"alabama",2011-08-01
2011,"Sep",59.2,53.6,2211240,2004723,206517,9.3,"alabama",2011-09-01
2011,"Oct",59,53.7,2208246,2006875,201371,9.1,"alabama",2011-10-01
2011,"Nov",58.9,53.7,2204422,2008215,196207,8.9,"alabama",2011-11-01
2011,"Dec",58.7,53.6,2199611,2008108,191503,8.7,"alabama",2011-12-01
2012,"Jan",58.6,53.6,2194417,2006675,187742,8.6,"alabama",2012-01-01
2012,"Feb",58.4,53.5,2190443,2005184,185259,8.5,"alabama",2012-02-01
2012,"Mar",58.3,53.4,2188277,2004054,184223,8.4,"alabama",2012-03-01
2012,"Apr",58.3,53.4,2188141,2004181,183960,8.4,"alabama",2012-04-01
2012,"May",58.3,53.4,2189276,2005729,183547,8.4,"alabama",2012-05-01
2012,"Jun",58.3,53.5,2190788,2008426,182362,8.3,"alabama",2012-06-01
2012,"Jul",58.3,53.5,2192488,2012346,180142,8.2,"alabama",2012-07-01
2012,"Aug",58.3,53.6,2194543,2017268,177275,8.1,"alabama",2012-08-01
2012,"Sep",58.3,53.7,2196598,2022080,174518,7.9,"alabama",2012-09-01
2012,"Oct",58.3,53.8,2197913,2025669,172244,7.8,"alabama",2012-10-01
2012,"Nov",58.3,53.8,2197919,2027352,170567,7.8,"alabama",2012-11-01
2012,"Dec",58.2,53.8,2196849,2027585,169264,7.7,"alabama",2012-12-01
2013,"Jan",58.1,53.7,2194352,2026368,167984,7.7,"alabama",2013-01-01
2013,"Feb",58,53.6,2191133,2024756,166377,7.6,"alabama",2013-02-01
2013,"Mar",57.9,53.6,2187970,2023684,164286,7.5,"alabama",2013-03-01
2013,"Apr",57.9,53.6,2186564,2024514,162050,7.4,"alabama",2013-04-01
2013,"May",57.8,53.6,2185922,2025647,160275,7.3,"alabama",2013-05-01
2013,"Jun",57.8,53.5,2185437,2026120,159317,7.3,"alabama",2013-06-01
2013,"Jul",57.7,53.5,2184676,2025583,159093,7.3,"alabama",2013-07-01
2013,"Aug",57.6,53.4,2182588,2023681,158907,7.3,"alabama",2013-08-01
2013,"Sep",57.5,53.3,2179479,2021187,158292,7.3,"alabama",2013-09-01
2013,"Oct",57.4,53.2,2175700,2018142,157558,7.2,"alabama",2013-10-01
2013,"Nov",57.3,53.1,2174091,2017103,156988,7.2,"alabama",2013-11-01
2013,"Dec",57.2,53.1,2173087,2016533,156554,7.2,"alabama",2013-12-01
2014,"Jan",57.2,53.1,2173670,2017735,155935,7.2,"alabama",2014-01-01
2014,"Feb",57.2,53.1,2174150,2019210,154940,7.1,"alabama",2014-02-01
2014,"Mar",57.2,53.1,2174214,2020422,153792,7.1,"alabama",2014-03-01
2014,"Apr",57.1,53.1,2173124,2020619,152505,7,"alabama",2014-04-01
2014,"May",57.1,53.1,2171163,2020356,150807,6.9,"alabama",2014-05-01
2014,"Jun",57,53.1,2169130,2020405,148725,6.9,"alabama",2014-06-01
2014,"Jul",56.9,53.1,2167304,2020847,146457,6.8,"alabama",2014-07-01
2014,"Aug",56.8,53.1,2166274,2022066,144208,6.7,"alabama",2014-08-01
2014,"Sep",56.8,53.1,2165744,2023749,141995,6.6,"alabama",2014-09-01
2014,"Oct",56.7,53.1,2165301,2025780,139521,6.4,"alabama",2014-10-01
2014,"Nov",56.7,53.1,2164492,2027669,136823,6.3,"alabama",2014-11-01
2014,"Dec",56.7,53.1,2164779,2030175,134604,6.2,"alabama",2014-12-01
2015,"Jan",56.7,53.2,2166864,2033561,133303,6.2,"alabama",2015-01-01
2015,"Feb",56.8,53.3,2169495,2036524,132971,6.1,"alabama",2015-02-01
2015,"Mar",56.8,53.3,2171897,2038730,133167,6.1,"alabama",2015-03-01
2015,"Apr",56.8,53.3,2173967,2040484,133483,6.1,"alabama",2015-04-01
2015,"May",56.8,53.3,2174501,2040868,133633,6.1,"alabama",2015-05-01
2015,"Jun",56.8,53.3,2173391,2040000,133391,6.1,"alabama",2015-06-01
2015,"Jul",56.7,53.2,2171593,2038753,132840,6.1,"alabama",2015-07-01
2015,"Aug",56.6,53.2,2170789,2038592,132197,6.1,"alabama",2015-08-01
2015,"Sep",56.6,53.2,2170975,2039481,131494,6.1,"alabama",2015-09-01
2015,"Oct",56.6,53.2,2173053,2042129,130924,6,"alabama",2015-10-01
2015,"Nov",56.7,53.3,2176431,2045804,130627,6,"alabama",2015-11-01
2015,"Dec",56.7,53.4,2180375,2050043,130332,6,"alabama",2015-12-01
2016,"Jan",56.8,53.4,2184528,2054673,129855,5.9,"alabama",2016-01-01
2016,"Feb",56.9,53.5,2187960,2058744,129216,5.9,"alabama",2016-02-01
2016,"Mar",56.9,53.6,2190007,2061715,128292,5.9,"alabama",2016-03-01
2016,"Apr",56.9,53.6,2191598,2064266,127332,5.8,"alabama",2016-04-01
2016,"May",56.9,53.7,2193285,2066501,126784,5.8,"alabama",2016-05-01
2016,"Jun",57,53.7,2195096,2068363,126733,5.8,"alabama",2016-06-01
2016,"Jul",57,53.7,2197442,2070489,126953,5.8,"alabama",2016-07-01
2016,"Aug",57,53.7,2200157,2072871,127286,5.8,"alabama",2016-08-01
2016,"Sep",57.1,53.7,2202528,2074895,127633,5.8,"alabama",2016-09-01
2016,"Oct",57.1,53.8,2204273,2076812,127461,5.8,"alabama",2016-10-01
2016,"Nov",57.1,53.8,2205335,2079175,126160,5.7,"alabama",2016-11-01
2016,"Dec",57,53.8,2205647,2082127,123520,5.6,"alabama",2016-12-01
2017,"Jan",57,53.9,2206228,2086487,119741,5.4,"alabama",2017-01-01
2017,"Feb",57,54,2206285,2091060,115225,5.2,"alabama",2017-02-01
2017,"Mar",57,54.1,2206076,2095470,110606,5,"alabama",2017-03-01
2017,"Apr",57,54.2,2206288,2100100,106188,4.8,"alabama",2017-04-01
2017,"May",56.9,54.3,2206487,2104518,101969,4.6,"alabama",2017-05-01
2017,"Jun",56.9,54.4,2206537,2108321,98216,4.5,"alabama",2017-06-01
2017,"Jul",56.9,54.4,2206860,2111685,95175,4.3,"alabama",2017-07-01
2017,"Aug",56.9,54.5,2207126,2114443,92683,4.2,"alabama",2017-08-01
2017,"Sep",56.8,54.5,2207624,2116974,90650,4.1,"alabama",2017-09-01
2017,"Oct",56.8,54.5,2207465,2118356,89109,4,"alabama",2017-10-01
2017,"Nov",56.8,54.5,2208532,2120334,88198,4,"alabama",2017-11-01
2017,"Dec",56.8,54.6,2210701,2122936,87765,4,"alabama",2017-12-01
2018,"Jan",56.9,54.7,2214527,2126765,87762,4,"alabama",2018-01-01
2018,"Feb",57,54.8,2220091,2132029,88062,4,"alabama",2018-02-01
2018,"Mar",57.2,54.9,2225982,2137519,88463,4,"alabama",2018-03-01
2018,"Apr",57.3,55,2231472,2142721,88751,4,"alabama",2018-04-01
2018,"May",57.4,55.1,2234988,2146112,88876,4,"alabama",2018-05-01
2018,"Jun",57.4,55.1,2237074,2148396,88678,4,"alabama",2018-06-01
2018,"Jul",57.4,55.1,2238463,2150399,88064,3.9,"alabama",2018-07-01
2018,"Aug",57.4,55.1,2239251,2151904,87347,3.9,"alabama",2018-08-01
2018,"Sep",57.4,55.2,2241462,2154733,86729,3.9,"alabama",2018-09-01
2018,"Oct",57.4,55.2,2244777,2158591,86186,3.8,"alabama",2018-10-01
2018,"Nov",57.5,55.3,2249040,2163413,85627,3.8,"alabama",2018-11-01
2018,"Dec",57.6,55.4,2253497,2168683,84814,3.8,"alabama",2018-12-01
2019,"Jan",57.7,55.6,2257760,2174406,83354,3.7,"alabama",2019-01-01
2019,"Feb",57.8,55.7,2260638,2179714,80924,3.6,"alabama",2019-02-01
2019,"Mar",57.8,55.8,2261633,2183829,77804,3.4,"alabama",2019-03-01
2019,"Apr",57.7,55.8,2262068,2187615,74453,3.3,"alabama",2019-04-01
2019,"May",57.7,55.9,2262486,2191116,71370,3.2,"alabama",2019-05-01
2019,"Jun",57.7,55.9,2262857,2193853,69004,3,"alabama",2019-06-01
2019,"Jul",57.7,56,2264164,2196517,67647,3,"alabama",2019-07-01
2019,"Aug",57.7,56,2265671,2198465,67206,3,"alabama",2019-08-01
2019,"Sep",57.7,56,2267415,2200175,67240,3,"alabama",2019-09-01
2019,"Oct",57.7,56,2268441,2200603,67838,3,"alabama",2019-10-01
2019,"Nov",57.7,55.9,2267842,2198939,68903,3,"alabama",2019-11-01
2019,"Dec",57.6,55.8,2265305,2194948,70357,3.1,"alabama",2019-12-01
2020,"Jan",57.4,55.6,2260440,2188319,72121,3.2,"alabama",2020-01-01
2020,"Feb",57.2,55.4,2254260,2180186,74074,3.3,"alabama",2020-02-01
2020,"Mar",57,55.1,2246584,2170896,75688,3.4,"alabama",2020-03-01
2020,"Apr",55.4,47.8,2184411,1883575,300836,13.8,"alabama",2020-04-01
2020,"May",57.3,51.4,2261887,2026511,235376,10.4,"alabama",2020-05-01
2020,"Jun",57.3,52.4,2263977,2069745,194232,8.6,"alabama",2020-06-01
2020,"Jul",57.5,53.2,2274751,2103691,171060,7.5,"alabama",2020-07-01
2020,"Aug",57.5,53.8,2273305,2129247,144058,6.3,"alabama",2020-08-01
2020,"Sep",57.6,54.2,2280339,2145758,134581,5.9,"alabama",2020-09-01
2020,"Oct",57.4,54.4,2273333,2154595,118738,5.2,"alabama",2020-10-01
2020,"Nov",57.2,54.4,2266541,2157108,109433,4.8,"alabama",2020-11-01
2020,"Dec",57,54.4,2257916,2156403,101513,4.5,"alabama",2020-12-01
2021,"Jan",56.7,54.4,2249195,2156212,92983,4.1,"alabama",2021-01-01
2021,"Feb",56.6,54.4,2244575,2157012,87563,3.9,"alabama",2021-02-01
2021,"Mar",56.5,54.4,2242382,2158489,83893,3.7,"alabama",2021-03-01
2021,"Apr",56.5,54.4,2242763,2160750,82013,3.7,"alabama",2021-04-01
2021,"May",56.4,54.4,2241674,2162165,79509,3.5,"alabama",2021-05-01
2021,"Jun",56.4,54.4,2240350,2162735,77615,3.5,"alabama",2021-06-01
2021,"Jul",56.3,54.4,2239264,2164741,74523,3.3,"alabama",2021-07-01
2021,"Aug",56.3,54.5,2239563,2168552,71011,3.2,"alabama",2021-08-01
2021,"Sep",56.3,54.6,2242125,2174722,67403,3,"alabama",2021-09-01
2021,"Oct",56.4,54.8,2246699,2182181,64518,2.9,"alabama",2021-10-01
2021,"Nov",56.5,55,2252764,2190827,61937,2.7,"alabama",2021-11-01
2021,"Dec",56.6,55.1,2258348,2198148,60200,2.7,"alabama",2021-12-01
2022,"Jan",56.7,55.3,2263282,2204208,59074,2.6,"alabama",2022-01-01
2022,"Feb",56.8,55.4,2267001,2208737,58264,2.6,"alabama",2022-02-01
2022,"Mar",56.9,55.4,2269645,2211819,57826,2.5,"alabama",2022-03-01
2022,"Apr",56.9,55.4,2270896,2213234,57662,2.5,"alabama",2022-04-01
2022,"May",56.8,55.4,2271807,2214169,57638,2.5,"alabama",2022-05-01
2022,"Jun",56.8,55.4,2271601,2213899,57702,2.5,"alabama",2022-06-01
2022,"Jul",56.7,55.3,2270799,2213065,57734,2.5,"alabama",2022-07-01
2022,"Aug",56.7,55.2,2269951,2212456,57495,2.5,"alabama",2022-08-01
2022,"Sep",56.6,55.2,2268993,2212250,56743,2.5,"alabama",2022-09-01
2022,"Oct",56.5,55.2,2268849,2213179,55670,2.5,"alabama",2022-10-01
2022,"Nov",56.5,55.2,2270063,2215645,54418,2.4,"alabama",2022-11-01
2022,"Dec",56.6,55.2,2273585,2220317,53268,2.3,"alabama",2022-12-01
2023,"Jan",56.6,55.3,2278234,2225731,52503,2.3,"alabama",2023-01-01
2023,"Feb",56.7,55.4,2283650,2231511,52139,2.3,"alabama",2023-02-01
2023,"Mar",56.8,55.5,2289115,2237042,52073,2.3,"alabama",2023-03-01
2023,"Apr",56.9,55.6,2293934,2241627,52307,2.3,"alabama",2023-04-01
2023,"May",56.9,55.6,2297711,2244765,52946,2.3,"alabama",2023-05-01
2023,"Jun",57,55.7,2301295,2247353,53942,2.3,"alabama",2023-06-01
2023,"Jul",57,55.7,2305518,2250147,55371,2.4,"alabama",2023-07-01
2023,"Aug",57.1,55.7,2309771,2252551,57220,2.5,"alabama",2023-08-01
2023,"Sep",57.1,55.7,2314016,2254625,59391,2.6,"alabama",2023-09-01
2023,"Oct",57.2,55.7,2318293,2256535,61758,2.7,"alabama",2023-10-01
2023,"Nov",57.3,55.7,2322538,2258461,64077,2.8,"alabama",2023-11-01
2023,"Dec",57.3,55.7,2325689,2259783,65906,2.8,"alabama",2023-12-01
2024,"Jan",57.3,55.7,2328942,2262097,66845,2.9,"alabama",2024-01-01
2024,"Feb",57.3,55.7,2331280,2264189,67091,2.9,"alabama",2024-02-01
2024,"Mar",57.4,55.7,2333702,2266574,67128,2.9,"alabama",2024-03-01
2024,"Apr",57.4,55.7,2336618,2269299,67319,2.9,"alabama",2024-04-01
2024,"May",57.4,55.7,2339921,2272043,67878,2.9,"alabama",2024-05-01
2024,"Jun",57.5,55.8,2343921,2274822,69099,2.9,"alabama",2024-06-01
2024,"Jul",57.5,55.8,2348866,2277558,71308,3,"alabama",2024-07-01
2024,"Aug",57.6,55.8,2353909,2279794,74115,3.1,"alabama",2024-08-01
2024,"Sep",57.7,55.8,2358259,2281486,76773,3.3,"alabama",2024-09-01
2024,"Oct",57.7,55.8,2360450,2281841,78609,3.3,"alabama",2024-10-01
2024,"Nov",57.6,55.7,2360293,2281491,78802,3.3,"alabama",2024-11-01
2024,"Dec",57.6,55.7,2359865,2281387,78478,3.3,"alabama",2024-12-01
2025,"Jan",57.6,55.7,2363919,2285631,78288,3.3,"alabama",2025-01-01
1976,"Jan",69.3,64.3,160709,149226,11483,7.1,"alaska",1976-01-01
1976,"Feb",68.6,63.7,160551,149125,11426,7.1,"alaska",1976-02-01
1976,"Mar",68.1,63.3,160663,149350,11313,7,"alaska",1976-03-01
1976,"Apr",68.2,63.4,161579,150293,11286,7,"alaska",1976-04-01
1976,"May",68.2,63.4,162885,151490,11395,7,"alaska",1976-05-01
1976,"Jun",68.5,63.6,164431,152744,11687,7.1,"alaska",1976-06-01
1976,"Jul",68.5,63.5,165869,153688,12181,7.3,"alaska",1976-07-01
1976,"Aug",68.7,63.4,166869,154077,12792,7.7,"alaska",1976-08-01
1976,"Sep",69,63.4,167575,154158,13417,8,"alaska",1976-09-01
1976,"Oct",68.9,63.2,168115,154116,13999,8.3,"alaska",1976-10-01
1976,"Nov",69.1,63.1,168505,153988,14517,8.6,"alaska",1976-11-01
1976,"Dec",68.9,62.8,168889,153918,14971,8.9,"alaska",1976-12-01
1977,"Jan",69.1,62.9,169388,153995,15393,9.1,"alaska",1977-01-01
1977,"Feb",69.1,62.7,170079,154287,15792,9.3,"alaska",1977-02-01
1977,"Mar",69.5,62.9,170880,154700,16180,9.5,"alaska",1977-03-01
1977,"Apr",69.5,62.8,171665,155136,16529,9.6,"alaska",1977-04-01
1977,"May",69.8,63,172360,155542,16818,9.8,"alaska",1977-05-01
1977,"Jun",69.7,62.9,172946,155896,17050,9.9,"alaska",1977-06-01
1977,"Jul",70,63,173519,156342,17177,9.9,"alaska",1977-07-01
1977,"Aug",70,63,174231,156961,17270,9.9,"alaska",1977-08-01
1977,"Sep",70.3,63.3,175142,157703,17439,10,"alaska",1977-09-01
1977,"Oct",70.5,63.4,176159,158415,17744,10.1,"alaska",1977-10-01
1977,"Nov",70.6,63.3,177199,159001,18198,10.3,"alaska",1977-11-01
1977,"Dec",71,63.5,178167,159423,18744,10.5,"alaska",1977-12-01
1978,"Jan",71.1,63.4,179079,159801,19278,10.8,"alaska",1978-01-01
1978,"Feb",71.1,63.3,179917,160231,19686,10.9,"alaska",1978-02-01
1978,"Mar",71.4,63.5,180605,160711,19894,11,"alaska",1978-03-01
1978,"Apr",71.3,63.5,181138,161218,19920,11,"alaska",1978-04-01
1978,"May",71.2,63.4,181511,161698,19813,10.9,"alaska",1978-05-01
1978,"Jun",71.3,63.6,181745,162140,19605,10.8,"alaska",1978-06-01
1978,"Jul",71.1,63.5,182014,162606,19408,10.7,"alaska",1978-07-01
1978,"Aug",71.2,63.7,182389,163140,19249,10.6,"alaska",1978-08-01
1978,"Sep",71.4,64,182877,163815,19062,10.4,"alaska",1978-09-01
1978,"Oct",71.7,64.3,183517,164680,18837,10.3,"alaska",1978-10-01
1978,"Nov",71.7,64.5,184249,165707,18542,10.1,"alaska",1978-11-01
1978,"Dec",71.9,64.8,184841,166650,18191,9.8,"alaska",1978-12-01
1979,"Jan",72,65.1,185137,167346,17791,9.6,"alaska",1979-01-01
1979,"Feb",72,65.3,185091,167705,17386,9.4,"alaska",1979-02-01
1979,"Mar",71.9,65.3,184785,167781,17004,9.2,"alaska",1979-03-01
1979,"Apr",71.7,65.3,184372,167702,16670,9,"alaska",1979-04-01
1979,"May",71.3,65,184038,167596,16442,8.9,"alaska",1979-05-01
1979,"Jun",71.3,64.9,183919,167546,16373,8.9,"alaska",1979-06-01
1979,"Jul",71.3,65,184025,167585,16440,8.9,"alaska",1979-07-01
1979,"Aug",71.4,65,184301,167739,16562,9,"alaska",1979-08-01
1979,"Sep",71.3,64.9,184722,168057,16665,9,"alaska",1979-09-01
1979,"Oct",71.5,65.1,185183,168559,16624,9,"alaska",1979-10-01
1979,"Nov",71.4,65.1,185692,169217,16475,8.9,"alaska",1979-11-01
1979,"Dec",71.7,65.4,186317,169951,16366,8.8,"alaska",1979-12-01
1980,"Jan",71.7,65.4,187015,170593,16422,8.8,"alaska",1980-01-01
1980,"Feb",71.9,65.5,187792,171069,16723,8.9,"alaska",1980-02-01
1980,"Mar",71.9,65.3,188651,171379,17272,9.2,"alaska",1980-03-01
1980,"Apr",72.2,65.4,189454,171494,17960,9.5,"alaska",1980-04-01
1980,"May",72.1,65.1,190083,171492,18591,9.8,"alaska",1980-05-01
1980,"Jun",72.3,65,190518,171500,19018,10,"alaska",1980-06-01
1980,"Jul",72,64.8,190654,171517,19137,10,"alaska",1980-07-01
1980,"Aug",71.7,64.5,190603,171616,18987,10,"alaska",1980-08-01
1980,"Sep",71.3,64.3,190545,171847,18698,9.8,"alaska",1980-09-01
1980,"Oct",71.3,64.5,190636,172230,18406,9.7,"alaska",1980-10-01
1980,"Nov",71.2,64.4,190963,172844,18119,9.5,"alaska",1980-11-01
1980,"Dec",71.1,64.5,191577,173797,17780,9.3,"alaska",1980-12-01
1981,"Jan",71.1,64.7,192494,175035,17459,9.1,"alaska",1981-01-01
1981,"Feb",71.5,65.1,193619,176404,17215,8.9,"alaska",1981-02-01
1981,"Mar",71.6,65.4,194819,177715,17104,8.8,"alaska",1981-03-01
1981,"Apr",71.8,65.5,196081,178910,17171,8.8,"alaska",1981-04-01
1981,"May",72,65.6,197415,179973,17442,8.8,"alaska",1981-05-01
1981,"Jun",72.5,66,198885,181015,17870,9,"alaska",1981-06-01
1981,"Jul",72.8,66.1,200536,182123,18413,9.2,"alaska",1981-07-01
1981,"Aug",72.9,66,202315,183340,18975,9.4,"alaska",1981-08-01
1981,"Sep",73.2,66.2,204061,184617,19444,9.5,"alaska",1981-09-01
1981,"Oct",73.2,66.2,205703,185904,19799,9.6,"alaska",1981-10-01
1981,"Nov",73.4,66.3,207070,186995,20075,9.7,"alaska",1981-11-01
1981,"Dec",73.2,66.1,208148,187833,20315,9.8,"alaska",1981-12-01
